Ensg	Hgnc	Rank	Zscore	HP:0002069	HP:0002121	HP:0011198
ENSG00000252015	RNU6-904P	39962	-0.69	-0.598	-0.6	0.003
ENSG00000263506		39963	-0.69	-0.464	0.146	-0.877
ENSG00000200220	RNU6-179P	39964	-0.69	-0.119	-1.037	-0.039
ENSG00000153936	HS2ST1	39965	-0.69	-0.813	0.654	-1.037
ENSG00000253897		39966	-0.69	-0.955	-0.745	0.505
ENSG00000248115		39967	-0.69	-1.217	0.065	-0.043
ENSG00000228208	C1orf143	39968	-0.69	-0.592	0.188	-0.792
ENSG00000101842	VSIG1	39969	-0.69	-0.393	-1.132	0.33
ENSG00000237854	LINC00674	39970	-0.69	-0.937	-0.426	0.167
ENSG00000232195	TOMM22P2	39971	-0.69	-0.46	0.564	-1.3
ENSG00000221813	OR6B1	39972	-0.69	0.151	-0.586	-0.761
ENSG00000110422	HIPK3	39973	-0.69	1.508	-1.656	-1.048
ENSG00000232735	ATG4AP1	39974	-0.69	-0.594	-0.045	-0.557
ENSG00000200434	RNA5-8SP2	39975	-0.691	-0.119	-0.352	-0.725
ENSG00000204410	MSH5	39976	-0.691	-2.863	0.606	1.061
ENSG00000240677	MYL6P4	39977	-0.691	0.09	-0.033	-1.253
ENSG00000273186		39978	-0.691	-1.389	0.821	-0.628
ENSG00000238363	SNORA13	39979	-0.691	-0.956	-1.011	0.77
ENSG00000241535	CBX5P1	39980	-0.691	0.467	-0.627	-1.036
ENSG00000123473	STIL	39981	-0.691	-1.68	0.974	-0.491
ENSG00000115590	IL1R2	39982	-0.691	-0.809	-0.404	0.015
ENSG00000174495	PPIAP80	39983	-0.691	-0.909	0.716	-1.005
ENSG00000154153	RETREG1	39984	-0.691	0.512	-1.596	-0.113
ENSG00000241804		39985	-0.691	0.08	-0.101	-1.176
ENSG00000264172	PDLIM1P3	39986	-0.691	-0.983	-0.623	0.408
ENSG00000169676	DRD5	39987	-0.692	-0.945	0.301	-0.554
ENSG00000234857	HNRNPUL2-BSCL2	39988	-0.692	1.065	-0.417	-1.846
ENSG00000270915		39989	-0.692	-0.859	-0.625	0.286
ENSG00000226846	LINC00348	39990	-0.692	-0.989	-1.22	1.011
ENSG00000279167		39991	-0.692	-1.421	0.719	-0.496
ENSG00000218233	NEPNP	39992	-0.692	-1.134	0.647	-0.711
ENSG00000223907		39993	-0.692	-1.264	-0.063	0.128
ENSG00000130948	HSD17B3	39994	-0.692	-2.009	0.784	0.026
ENSG00000277672		39995	-0.692	0.658	-1.457	-0.4
ENSG00000204936	CD177	39996	-0.692	-0.145	-0.146	-0.908
ENSG00000280427		39997	-0.692	-0.409	-0.278	-0.512
ENSG00000199652	RNU1-35P	39998	-0.692	0.566	-0.836	-0.929
ENSG00000186207	LCE5A	39999	-0.692	-0.993	-1.361	1.155
ENSG00000260258		40000	-0.692	-0.697	-0.613	0.111
ENSG00000265713		40001	-0.692	0.683	-0.874	-1.008
ENSG00000162825	NBPF20	40002	-0.693	-1.305	-0.074	0.179
ENSG00000258320		40003	-0.693	0.393	-0.72	-0.873
ENSG00000265020		40004	-0.693	-0.948	-0.797	0.545
ENSG00000201675	SNORD32A	40005	-0.693	0.313	0.114	-1.627
ENSG00000277204		40006	-0.693	-0.776	0.031	-0.455
ENSG00000259092	TRAV30	40007	-0.693	0.127	-0.588	-0.739
ENSG00000226694		40008	-0.693	-0.793	-0.737	0.329
ENSG00000237714	P4HA2-AS1	40009	-0.693	-0.33	-1.447	0.576
ENSG00000172381		40010	-0.693	0.205	-1.001	-0.405
ENSG00000255078	OR4A6P	40011	-0.693	-0.103	-0.354	-0.744
ENSG00000225122		40012	-0.693	-0.832	-0.54	0.172
ENSG00000207208	RNU6-790P	40013	-0.693	0.113	-1.382	0.068
ENSG00000215296	TMCO5B	40014	-0.693	-0.405	0.208	-1.003
ENSG00000212551		40015	-0.693	-0.818	1.208	-1.591
ENSG00000243709	LEFTY1	40016	-0.693	-0.216	-1.212	0.227
ENSG00000111846	GCNT2	40017	-0.693	0.281	-1.622	0.14
ENSG00000217195		40018	-0.693	0.087	-0.717	-0.571
ENSG00000177910	SPATA31C2	40019	-0.693	-0.863	0.445	-0.783
ENSG00000232089		40020	-0.693	-0.581	-0.622	0.003
ENSG00000182261	NLRP10	40021	-0.693	-0.882	0.619	-0.938
ENSG00000178146		40022	-0.694	-0.822	0.25	-0.629
ENSG00000138286	FAM149B1	40023	-0.694	-1.958	-0.484	1.241
ENSG00000231299	SEPT14P24	40024	-0.694	-0.203	-0.839	-0.159
ENSG00000264109		40025	-0.694	-0.652	-1.064	0.515
ENSG00000248359		40026	-0.694	-1.038	-0.032	-0.131
ENSG00000234040	RPL10P12	40027	-0.694	-0.342	0.083	-0.942
ENSG00000167699	GLOD4	40028	-0.694	0.417	-0.515	-1.104
ENSG00000144015	TRIM43	40029	-0.694	-0.312	-0.236	-0.653
ENSG00000244754	N4BP2L2	40030	-0.694	0.214	-0.594	-0.823
ENSG00000232379		40031	-0.694	-0.102	-0.222	-0.877
ENSG00000221771	MIR1205	40032	-0.694	0.116	-1.735	0.416
ENSG00000224060	ARSEP1	40033	-0.694	-1.058	0.068	-0.213
ENSG00000166016	ABTB2	40034	-0.694	-0.333	0.077	-0.947
ENSG00000263795	MIR5100	40035	-0.695	-0.362	-0.771	-0.07
ENSG00000251761	RNU6-138P	40036	-0.695	-0.692	0.555	-1.067
ENSG00000237306	HSPE1P22	40037	-0.695	-0.279	0.411	-1.336
ENSG00000233858		40038	-0.695	-0.802	0.181	-0.582
ENSG00000224209	LINC00466	40039	-0.695	-1.16	-0.349	0.305
ENSG00000262188	LINC01978	40040	-0.695	-0.063	-1.577	0.437
ENSG00000273530		40041	-0.695	0.267	-0.953	-0.517
ENSG00000243584		40042	-0.695	-0.545	-1.207	0.548
ENSG00000165417	GTF2A1	40043	-0.695	0.544	-0.444	-1.304
ENSG00000224732	MAGEA7P	40044	-0.695	-0.052	-0.91	-0.241
ENSG00000278549	MIR6736	40045	-0.695	-0.304	-0.841	-0.059
ENSG00000270068		40046	-0.695	-0.804	-0.182	-0.219
ENSG00000270728		40047	-0.695	0.246	-0.759	-0.691
ENSG00000103449	SALL1	40048	-0.695	-0.689	-0.688	0.172
ENSG00000198805	PNP	40049	-0.695	-0.132	-0.046	-1.026
ENSG00000232320		40050	-0.695	0.215	-0.616	-0.804
ENSG00000253180		40051	-0.695	-0.153	-0.153	-0.898
ENSG00000253770	HMGB1P23	40052	-0.695	0.801	-0.743	-1.262
ENSG00000268318	LINC01872	40053	-0.695	-0.194	-0.552	-0.459
ENSG00000269378	ITGB1P1	40054	-0.696	-1.062	-0.591	0.449
ENSG00000182195	LDOC1	40055	-0.696	-1.109	-0.078	-0.017
ENSG00000224159	HMGB1P9	40056	-0.696	-1.022	-0.286	0.103
ENSG00000227507	LTB	40057	-0.696	-1.074	0.676	-0.806
ENSG00000049768	FOXP3	40058	-0.696	-1.189	-0.801	0.785
ENSG00000257872		40059	-0.696	-1.195	-0.939	0.929
ENSG00000163754	GYG1	40060	-0.696	-0.743	-0.13	-0.332
ENSG00000227288		40061	-0.696	-0.628	-0.518	-0.059
ENSG00000241343	RPL36A	40062	-0.696	-1.047	0.562	-0.72
ENSG00000173548	SNX33	40063	-0.696	-0.758	-0.222	-0.225
ENSG00000277797		40064	-0.696	0.05	-0.206	-1.048
ENSG00000225636	HNRNPA3P15	40065	-0.696	0.053	-1.162	-0.096
ENSG00000244604		40066	-0.696	-0.855	-0.111	-0.239
ENSG00000182477	OR2B8P	40067	-0.696	-0.206	-0.083	-0.918
ENSG00000234402	ELK2BP	40068	-0.696	0.321	-0.447	-1.079
ENSG00000230539	AOAH-IT1	40069	-0.696	-0.735	0.681	-1.153
ENSG00000266550		40070	-0.696	-1.302	-0.247	0.343
ENSG00000255170		40071	-0.697	-0.6	-0.991	0.384
ENSG00000278730		40072	-0.697	-0.783	0.429	-0.853
ENSG00000143324	XPR1	40073	-0.697	-0.023	-1.673	0.489
ENSG00000226845	EEF1GP3	40074	-0.697	0.053	-0.747	-0.513
ENSG00000241157		40075	-0.697	-0.561	0.598	-1.245
ENSG00000258278	CLUHP8	40076	-0.697	-0.358	-0.115	-0.733
ENSG00000221087		40077	-0.697	0.322	-0.526	-1.003
ENSG00000222085		40078	-0.697	0.099	0.004	-1.31
ENSG00000243729	OR5V1	40079	-0.697	-1.127	0.061	-0.141
ENSG00000249799	SNRPCP13	40080	-0.697	0.787	-0.133	-1.861
ENSG00000272370		40081	-0.697	0.176	-1.171	-0.213
ENSG00000223642		40082	-0.697	-0.816	-0.247	-0.144
ENSG00000274235		40083	-0.697	-0.739	-0.25	-0.219
ENSG00000212190	RNU6-298P	40084	-0.697	-1.468	0.045	0.215
ENSG00000207174	SNORD116-15	40085	-0.697	-0.011	-0.265	-0.932
ENSG00000196115	ADAM5	40086	-0.697	-0.707	-0.501	0.001
ENSG00000276214		40087	-0.697	-0.74	0.235	-0.703
ENSG00000266624		40088	-0.698	-0.143	-0.154	-0.911
ENSG00000266052	MIR4500	40089	-0.698	-0.249	-0.73	-0.229
ENSG00000229962		40090	-0.698	-1.338	-0.223	0.352
ENSG00000226537	OR7E33P	40091	-0.698	-0.348	-0.27	-0.59
ENSG00000236326		40092	-0.698	-0.314	-0.666	-0.229
ENSG00000259119		40093	-0.698	-0.228	-0.277	-0.704
ENSG00000260981		40094	-0.698	0.223	-0.61	-0.821
ENSG00000207767	MIR516A1	40095	-0.698	0.043	-0.182	-1.07
ENSG00000223856	RAB9AP2	40096	-0.698	-0.429	-0.206	-0.574
ENSG00000278313		40097	-0.698	0.077	0.017	-1.303
ENSG00000071462	BUD23	40098	-0.698	0.172	-0.128	-1.253
ENSG00000250860		40099	-0.698	-0.971	-0.588	0.35
ENSG00000253912		40100	-0.698	-1.019	-0.149	-0.041
ENSG00000207277	RNA5SP284	40101	-0.698	-0.458	-0.027	-0.724
ENSG00000186439	TRDN	40102	-0.698	-1.203	0.565	-0.571
ENSG00000253064	RNU6-711P	40103	-0.698	-0.812	-1.306	0.908
ENSG00000231261	HMGN2P10	40104	-0.698	0.039	-0.563	-0.686
ENSG00000261593	CYP4A27P	40105	-0.699	-0.058	-0.648	-0.504
ENSG00000164066	INTU	40106	-0.699	-0.975	-1.214	0.979
ENSG00000226180		40107	-0.699	-0.814	-0.114	-0.283
ENSG00000221072		40108	-0.699	-0.392	-0.76	-0.059
ENSG00000267919		40109	-0.699	-1.064	-1.173	1.026
ENSG00000137675	MMP27	40110	-0.699	-0.377	0.749	-1.583
ENSG00000234141		40111	-0.699	-0.741	0.07	-0.54
ENSG00000242692	RPS27AP1	40112	-0.699	-0.506	-0.161	-0.544
ENSG00000275707		40113	-0.699	0.335	-1.395	-0.151
ENSG00000237456		40114	-0.699	-0.866	-0.397	0.052
ENSG00000102081	FMR1	40115	-0.699	-0.358	-0.282	-0.571
ENSG00000235239		40116	-0.699	-0.223	-0.75	-0.238
ENSG00000179443	OR13C6P	40117	-0.699	-1.141	-0.216	0.146
ENSG00000270076		40118	-0.699	-0.291	-0.777	-0.143
ENSG00000200238	RNA5SP133	40119	-0.7	-0.235	-0.111	-0.866
ENSG00000279738		40120	-0.7	0.469	-1.82	0.139
ENSG00000262271		40121	-0.7	-0.079	0.321	-1.454
ENSG00000267591		40122	-0.7	-0.383	-0.291	-0.537
ENSG00000254212		40123	-0.7	-0.482	-0.0	-0.73
ENSG00000229436		40124	-0.7	-0.978	-0.037	-0.197
ENSG00000164104	HMGB2	40125	-0.7	0.33	-0.291	-1.251
ENSG00000258355		40126	-0.7	0.624	-0.314	-1.523
ENSG00000207731	MIR506	40127	-0.7	-0.081	-0.335	-0.796
ENSG00000231237	OR6K1P	40128	-0.7	-0.771	0.167	-0.608
ENSG00000231327	LINC01816	40129	-0.7	-2.228	0.686	0.329
ENSG00000177469	CAVIN1	40130	-0.7	0.512	-1.344	-0.381
ENSG00000100227	POLDIP3	40131	-0.7	0.023	-1.332	0.097
ENSG00000229191		40132	-0.7	0.293	-0.138	-1.368
ENSG00000233717	RPS29P29	40133	-0.7	0.171	-0.621	-0.762
ENSG00000201500		40134	-0.7	0.254	-0.732	-0.735
ENSG00000169062	UPF3A	40135	-0.7	-0.185	0.115	-1.143
ENSG00000265041		40136	-0.7	-0.135	-0.932	-0.145
ENSG00000226855	RPSAP17	40137	-0.7	-0.727	-0.399	-0.087
ENSG00000186599	DEFB105B	40138	-0.701	-0.236	-0.523	-0.454
ENSG00000236387		40139	-0.701	-1.181	-0.104	0.071
ENSG00000262231		40140	-0.701	-0.145	-0.311	-0.757
ENSG00000119203	CPSF3	40141	-0.701	-0.522	-1.182	0.491
ENSG00000275390		40142	-0.701	-1.206	-0.293	0.285
ENSG00000179361	ARID3B	40143	-0.701	0.083	-1.062	-0.235
ENSG00000264950		40144	-0.701	-1.095	-1.099	0.979
ENSG00000071889	FAM3A	40145	-0.701	-2.207	0.586	0.406
ENSG00000255011		40146	-0.701	0.204	-0.986	-0.433
ENSG00000255381		40147	-0.701	-0.686	-0.159	-0.369
ENSG00000269711		40148	-0.701	-1.581	0.361	0.006
ENSG00000242140		40149	-0.701	-1.116	-0.02	-0.078
ENSG00000128563	PRKRIP1	40150	-0.701	-0.694	-1.073	0.553
ENSG00000282012		40151	-0.701	-0.343	-0.581	-0.291
ENSG00000114270	COL7A1	40152	-0.701	-1.739	0.417	0.107
ENSG00000171469	ZNF561	40153	-0.701	-0.133	-1.85	0.767
ENSG00000139579	NABP2	40154	-0.702	-2.326	0.819	0.292
ENSG00000253404		40155	-0.702	-0.141	-1.587	0.513
ENSG00000242078		40156	-0.702	-0.661	-0.805	0.251
ENSG00000243307	POM121L6P	40157	-0.702	-0.604	-0.7	0.088
ENSG00000250263	LINC02509	40158	-0.702	-0.795	-1.401	0.981
ENSG00000250167		40159	-0.702	0.313	-0.322	-1.207
ENSG00000271970		40160	-0.702	-0.013	-0.336	-0.867
ENSG00000237250		40161	-0.702	0.337	-2.251	0.699
ENSG00000077157	PPP1R12B	40162	-0.702	-0.683	0.483	-1.016
ENSG00000168487	BMP1	40163	-0.702	-1.504	0.653	-0.364
ENSG00000253025	RNU2-12P	40164	-0.702	-0.632	-1.157	0.573
ENSG00000250580	SNRPCP8	40165	-0.702	0.551	-0.633	-1.134
ENSG00000203496		40166	-0.702	0.173	-0.971	-0.418
ENSG00000274929		40167	-0.702	0.38	-1.123	-0.474
ENSG00000228205		40168	-0.702	-0.286	0.39	-1.32
ENSG00000260782		40169	-0.702	-0.808	-0.019	-0.389
ENSG00000244300	GATA2-AS1	40170	-0.702	-0.404	-0.901	0.088
ENSG00000223692	DIP2A-IT1	40171	-0.702	-0.516	-0.558	-0.143
ENSG00000242052	RPL10P7	40172	-0.702	0.315	-1.57	0.039
ENSG00000266171		40173	-0.702	-0.612	-0.233	-0.372
ENSG00000184761		40174	-0.703	-0.39	-0.928	0.101
ENSG00000257616		40175	-0.703	-0.296	-0.415	-0.505
ENSG00000260995		40176	-0.703	-0.502	-0.685	-0.03
ENSG00000281937		40177	-0.703	0.242	1.308	-2.767
ENSG00000138175	ARL3	40178	-0.703	-1.471	-0.165	0.419
ENSG00000231887	PRH1	40179	-0.703	-1.38	-0.337	0.499
ENSG00000262903		40180	-0.703	-1.135	0.855	-0.937
ENSG00000271009		40181	-0.703	-1.448	-0.517	0.748
ENSG00000276206		40182	-0.703	0.159	-0.321	-1.056
ENSG00000212657	KRTAP16-1	40183	-0.703	-1.182	-0.376	0.34
ENSG00000184588	PDE4B	40184	-0.703	-2.119	0.567	0.335
ENSG00000231682	LINC01891	40185	-0.703	0.329	-0.419	-1.128
ENSG00000115365	LANCL1	40186	-0.703	-0.392	-0.358	-0.468
ENSG00000233939		40187	-0.703	-0.464	0.274	-1.027
ENSG00000265419		40188	-0.703	-0.279	0.214	-1.154
ENSG00000236373		40189	-0.703	0.468	-0.347	-1.34
ENSG00000233821	ENOX1-AS1	40190	-0.703	-0.655	-0.359	-0.204
ENSG00000211734	TRBV5-1	40191	-0.703	1.023	-1.519	-0.723
ENSG00000226358	KRT8P38	40192	-0.704	-0.28	-0.332	-0.607
ENSG00000207027		40193	-0.704	0.542	-1.232	-0.529
ENSG00000135913	USP37	40194	-0.704	-0.633	-1.233	0.647
ENSG00000236180		40195	-0.704	0.087	-0.704	-0.603
ENSG00000127954	STEAP4	40196	-0.704	-0.508	-0.679	-0.032
ENSG00000207406	SNORA41	40197	-0.704	0.181	-0.291	-1.109
ENSG00000249734	LINC02236	40198	-0.704	-0.964	-0.322	0.067
ENSG00000161896	IP6K3	40199	-0.704	1.215	0.911	-3.345
ENSG00000265669	MIR548AJ1	40200	-0.704	-0.197	0.082	-1.104
ENSG00000259251		40201	-0.704	0.65	-0.291	-1.578
ENSG00000164241	C5orf63	40202	-0.704	-1.125	0.513	-0.608
ENSG00000138018	SELENOI	40203	-0.704	-0.376	-1.268	0.424
ENSG00000235548		40204	-0.704	-0.372	-0.293	-0.555
ENSG00000276176	MIR6090	40205	-0.704	-1.484	1.693	-1.429
ENSG00000232973	CYP1B1-AS1	40206	-0.704	-1.856	0.48	0.156
ENSG00000253579	SUMO2P16	40207	-0.705	-0.67	-0.464	-0.087
ENSG00000248480		40208	-0.705	-0.064	-0.03	-1.126
ENSG00000206627	RNU6-969P	40209	-0.705	-0.37	-0.506	-0.346
ENSG00000118420	UBE3D	40210	-0.705	0.13	-0.268	-1.084
ENSG00000204305	AGER	40211	-0.705	0.223	-0.863	-0.582
ENSG00000223720		40212	-0.705	-0.293	-0.846	-0.083
ENSG00000087494	PTHLH	40213	-0.705	-1.153	0.975	-1.045
ENSG00000254433		40214	-0.705	0.241	-3.261	1.798
ENSG00000090376	IRAK3	40215	-0.706	-0.064	-1.226	0.067
ENSG00000268148	VN1R91P	40216	-0.706	0.17	-0.304	-1.087
ENSG00000228264	PSMD8P1	40217	-0.706	-0.148	-0.924	-0.151
ENSG00000231900	GOT2P1	40218	-0.706	-0.688	-1.427	0.893
ENSG00000237263	MAPK6PS3	40219	-0.706	-2.181	0.038	0.921
ENSG00000211911	IGHD3-22	40220	-0.706	-0.796	-0.768	0.342
ENSG00000226331	RPL23AP28	40221	-0.706	-0.187	0.138	-1.173
ENSG00000232350		40222	-0.706	-0.813	0.294	-0.704
ENSG00000258792		40223	-0.706	0.185	-1.55	0.143
ENSG00000163364	LINC01116	40224	-0.706	-0.602	0.569	-1.19
ENSG00000123136	DDX39A	40225	-0.706	-0.404	-0.425	-0.394
ENSG00000054938	CHRDL2	40226	-0.706	-1.096	-0.68	0.553
ENSG00000221300		40227	-0.706	-0.94	-0.951	0.667
ENSG00000206613	RNU6-1336P	40228	-0.706	-0.462	-0.636	-0.125
ENSG00000230399	RBBP8P1	40229	-0.706	0.386	-1.293	-0.316
ENSG00000267709		40230	-0.706	-1.584	-0.095	0.456
ENSG00000274627		40231	-0.706	1.488	-1.367	-1.344
ENSG00000253422		40232	-0.706	-0.031	0.085	-1.278
ENSG00000256757		40233	-0.706	-1.037	-1.14	0.953
ENSG00000229994	RPL5P4	40234	-0.706	-0.358	-0.173	-0.692
ENSG00000249022		40235	-0.706	-0.185	0.368	-1.407
ENSG00000270871		40236	-0.706	-1.261	-0.421	0.458
ENSG00000179918	SEPHS2	40237	-0.706	0.139	0.069	-1.432
ENSG00000273631		40238	-0.707	-0.231	-0.598	-0.395
ENSG00000211884	TRAJ5	40239	-0.707	-0.589	0.531	-1.166
ENSG00000212340	RNU6-739P	40240	-0.707	-0.99	-0.403	0.169
ENSG00000167257	RNF214	40241	-0.707	-1.36	-0.73	0.865
ENSG00000099957	P2RX6	40242	-0.707	0.434	0.011	-1.669
ENSG00000259618		40243	-0.707	0.125	0.274	-1.624
ENSG00000267245		40244	-0.707	-0.39	-0.024	-0.811
ENSG00000213341	CHUK	40245	-0.707	-1.241	-0.005	0.021
ENSG00000237477		40246	-0.707	0.358	-0.34	-1.243
ENSG00000257004		40247	-0.707	-0.461	-0.224	-0.54
ENSG00000135960	EDAR	40248	-0.707	-1.074	-0.169	0.018
ENSG00000235558		40249	-0.707	-0.641	-0.753	0.17
ENSG00000214941	ZSWIM7	40250	-0.707	-0.73	-0.799	0.304
ENSG00000110925	CSRNP2	40251	-0.707	-0.162	0.161	-1.224
ENSG00000278631		40252	-0.707	0.424	-1.184	-0.465
ENSG00000230600		40253	-0.707	-0.846	-0.633	0.254
ENSG00000168079	SCARA5	40254	-0.707	1.494	-0.442	-2.278
ENSG00000185078		40255	-0.707	-0.639	-0.189	-0.397
ENSG00000259146		40256	-0.708	-0.617	-0.672	0.064
ENSG00000257141		40257	-0.708	-0.246	0.581	-1.56
ENSG00000136869	TLR4	40258	-0.708	-0.195	-0.706	-0.325
ENSG00000211800	TRAV20	40259	-0.708	-0.331	-0.883	-0.011
ENSG00000010030	ETV7	40260	-0.708	-0.693	-1.062	0.529
ENSG00000264224		40261	-0.708	-0.593	-0.736	0.102
ENSG00000139547	RDH16	40262	-0.708	-1.698	0.851	-0.379
ENSG00000226259	GTF2H2B	40263	-0.708	-0.313	-0.615	-0.299
ENSG00000257113		40264	-0.708	-0.482	-0.69	-0.054
ENSG00000267530	LINC01836	40265	-0.708	0.332	-1.198	-0.361
ENSG00000131797	CLUHP3	40266	-0.708	0.397	-0.035	-1.588
ENSG00000176973	FAM89B	40267	-0.708	-1.373	-0.256	0.402
ENSG00000270506		40268	-0.708	-0.562	-0.284	-0.381
ENSG00000244061		40269	-0.708	-0.331	-0.461	-0.434
ENSG00000179041	RRS1	40270	-0.708	-0.782	1.035	-1.48
ENSG00000204424	LY6G6F	40271	-0.708	-1.574	-0.401	0.748
ENSG00000141979		40272	-0.709	-0.195	-0.69	-0.342
ENSG00000166090	IL25	40273	-0.709	-1.031	-0.271	0.074
ENSG00000235895		40274	-0.709	-0.27	-0.613	-0.345
ENSG00000227159	DDX11L16	40275	-0.709	-0.589	-0.457	-0.182
ENSG00000280172		40276	-0.709	-0.499	-0.624	-0.105
ENSG00000278420	MIR6819	40277	-0.709	-0.171	0.293	-1.35
ENSG00000220447		40278	-0.709	-0.599	-0.398	-0.231
ENSG00000182793	GSTA5	40279	-0.709	-0.297	-0.032	-0.899
ENSG00000137713	PPP2R1B	40280	-0.709	-0.238	-1.372	0.382
ENSG00000227619		40281	-0.709	-0.854	-0.02	-0.354
ENSG00000236477	RPS24P1	40282	-0.709	0.436	-0.855	-0.809
ENSG00000275224		40283	-0.709	-0.399	-0.535	-0.294
ENSG00000239627	RPL12P20	40284	-0.709	-1.176	0.424	-0.476
ENSG00000237001	WASF3-AS1	40285	-0.709	0.343	-0.861	-0.71
ENSG00000277247		40286	-0.709	-0.569	-1.454	0.795
ENSG00000264921		40287	-0.709	-0.143	-0.704	-0.382
ENSG00000198547	C20orf203	40288	-0.709	-1.013	0.022	-0.238
ENSG00000231399	SNRPEP8	40289	-0.709	-0.56	-0.801	0.132
ENSG00000259616		40290	-0.71	0.055	-1.204	-0.08
ENSG00000255093		40291	-0.71	-0.538	-0.396	-0.295
ENSG00000215914	MMP23A	40292	-0.71	-0.256	-0.23	-0.743
ENSG00000272542		40293	-0.71	-1.22	-0.505	0.495
ENSG00000258699		40294	-0.71	-0.291	0.29	-1.228
ENSG00000243355		40295	-0.71	0.153	-1.763	0.381
ENSG00000230756	RHOQP3	40296	-0.71	-0.193	-0.112	-0.924
ENSG00000219249	AMZ2P2	40297	-0.71	0.061	0.734	-2.024
ENSG00000116251	RPL22	40298	-0.71	-1.194	0.504	-0.54
ENSG00000005189	REXO5	40299	-0.71	-1.349	0.191	-0.072
ENSG00000270335		40300	-0.71	-0.435	-0.282	-0.514
ENSG00000076043	REXO2	40301	-0.71	-1.239	-0.413	0.421
ENSG00000274766		40302	-0.71	0.09	0.124	-1.444
ENSG00000265342		40303	-0.71	-0.435	0.086	-0.882
ENSG00000231519		40304	-0.71	-0.572	-0.89	0.232
ENSG00000119335	SET	40305	-0.71	-0.345	-0.659	-0.226
ENSG00000253320	AZIN1-AS1	40306	-0.71	-0.344	-1.312	0.425
ENSG00000240534	RPL34P17	40307	-0.71	-0.313	-0.068	-0.85
ENSG00000105397	TYK2	40308	-0.71	-0.329	-1.399	0.498
ENSG00000225530	SP3P	40309	-0.71	0.147	-2.056	0.678
ENSG00000250962		40310	-0.711	-0.882	-0.231	-0.118
ENSG00000238393		40311	-0.711	-1.105	0.291	-0.416
ENSG00000153363	LINC00467	40312	-0.711	-0.818	-0.366	-0.047
ENSG00000270241		40313	-0.711	-0.642	-0.568	-0.021
ENSG00000259396		40314	-0.711	-0.385	0.139	-0.985
ENSG00000230639	VN1R36P	40315	-0.711	-0.391	-1.038	0.197
ENSG00000231890	DARS-AS1	40316	-0.711	-0.185	0.393	-1.44
ENSG00000258256		40317	-0.711	-1.133	-0.579	0.481
ENSG00000270036		40318	-0.711	-1.178	-0.339	0.285
ENSG00000229571	PRAMEF25	40319	-0.711	-0.302	-0.374	-0.556
ENSG00000161149	TUBA3FP	40320	-0.712	-1.076	-0.874	0.717
ENSG00000249005	FAM90A4P	40321	-0.712	0.079	-1.554	0.241
ENSG00000267522	LINC01864	40322	-0.712	-1.298	-1.008	1.073
ENSG00000274837		40323	-0.712	-0.115	-0.116	-1.002
ENSG00000275000		40324	-0.712	0.362	-0.84	-0.755
ENSG00000229280	EEF1DP6	40325	-0.712	0.031	-1.049	-0.216
ENSG00000267075		40326	-0.712	0.116	-1.235	-0.114
ENSG00000085788	DDHD2	40327	-0.712	-0.247	-1.004	0.017
ENSG00000249018	GAPDHP56	40328	-0.712	-1.036	-0.068	-0.129
ENSG00000234982		40329	-0.712	-0.733	-0.355	-0.145
ENSG00000267580		40330	-0.712	-0.302	-1.165	0.233
ENSG00000146677		40331	-0.712	-0.805	-0.174	-0.254
ENSG00000100246	DNAL4	40332	-0.712	-1.328	-0.444	0.538
ENSG00000264024	MIR4507	40333	-0.712	-1.56	-0.966	1.293
ENSG00000173890	GPR160	40334	-0.712	-0.325	-0.449	-0.46
ENSG00000104205	SGK3	40335	-0.712	0.095	-1.112	-0.216
ENSG00000266995		40336	-0.712	0.875	-0.69	-1.418
ENSG00000068885	IFT80	40337	-0.712	-1.181	0.982	-1.035
ENSG00000241965	RPS2P25	40338	-0.712	-0.928	-0.041	-0.264
ENSG00000143183	TMCO1	40339	-0.712	-0.129	0.533	-1.638
ENSG00000199833	SNORD115-21	40340	-0.712	0.02	0.449	-1.703
ENSG00000189099	PRSS48	40341	-0.712	-0.866	-0.947	0.579
ENSG00000239175	RNU6-1218P	40342	-0.712	0.052	-0.343	-0.944
ENSG00000235984	GPC5-AS1	40343	-0.713	-1.042	-0.099	-0.093
ENSG00000107959	PITRM1	40344	-0.713	1.287	-0.697	-1.824
ENSG00000218689	RPL5P21	40345	-0.713	0.06	-0.84	-0.455
ENSG00000252979	RNU6-165P	40346	-0.713	-0.986	-0.512	0.264
ENSG00000254009	IGKV2D-38	40347	-0.713	-0.188	0.405	-1.451
ENSG00000198563	DDX39B	40348	-0.713	-1.253	-0.148	0.167
ENSG00000242320	RPL21P126	40349	-0.713	-0.528	-0.435	-0.273
ENSG00000197043	ANXA6	40350	-0.713	0.038	-1.455	0.181
ENSG00000266302		40351	-0.713	-1.033	-0.57	0.367
ENSG00000116062	MSH6	40352	-0.713	-1.763	0.609	-0.082
ENSG00000257687		40353	-0.713	0.227	-0.431	-1.032
ENSG00000275742		40354	-0.714	-0.163	-0.12	-0.953
ENSG00000253111		40355	-0.714	0.357	-0.557	-1.036
ENSG00000257614		40356	-0.714	-0.251	0.862	-1.847
ENSG00000153982	GDPD1	40357	-0.714	-0.793	-0.508	0.064
ENSG00000212371		40358	-0.714	-0.265	0.157	-1.129
